"","source","target","weight","p_value"
"38","Androgen","Lrig1",6.62607205612,3.99308941978e-21
"39","Androgen","Slitrk3",-3.32064361336,1.5034623307e-20
"40","Androgen","Nppc",4.04611571241,7.79335202273e-20
"41","Androgen","Elk4",2.73317183336,6.21306212193e-19
"42","Androgen","Cbll1",5.32543758834,1.08452613931e-18
"43","Androgen","Aff3",2.48009244085,1.68953389635e-18
"44","Androgen","Sgk1",12.8168418138,2.05506325922e-18
"45","Androgen","Stk39",6.93412462041,2.08428874486e-18
"46","Androgen","Malt1",6.66978209415,2.36319782023e-18
"47","Androgen","Cdk8",-4.29086828336,2.51413222544e-18
"48","Androgen","Crot",4.35830672292,2.72477608693e-18
"49","Androgen","Pgc",4.7496332151,4.11145422896e-18
"50","Androgen","Steap4",9.19433931111,6.51703930722e-18
"51","Androgen","Nsmaf",3.28454451793,6.95956498147e-18
"52","Androgen","Gpr63",-3.22759309882,1.30554753782e-17
"53","Androgen","Maf",5.86387138398,1.8056603569e-17
"54","Androgen","Frk",4.70024893522,2.99302199579e-17
"55","Androgen","Cenpn",8.49101673326,3.50287184032e-17
"56","Androgen","Sord",5.77756578443,3.58729607104e-17
"57","Androgen","Iqgap2",5.12448342846,5.28636917768e-17
"58","Androgen","Hoxc13",-3.63425580489,8.30110521046e-17
"59","Androgen","Chrna2",3.3317016194,8.72289731002e-17
"60","Androgen","Klf15",2.83253408437,1.12346766139e-16
"61","Androgen","Acsl3",8.25821358567,1.19060922689e-16
"62","Androgen","Spdef",3.75095128457,3.4528428203e-16
"63","Androgen","Fzd5",4.68661955181,3.95334834012e-16
"64","Androgen","Csgalnact1",6.84603443294,6.872220752e-16
"65","Androgen","Dnase2b",3.01132858824,6.89044176442e-16
"66","Androgen","Phf8",1.86964493558,1.20085732185e-15
"67","Androgen","Eci3",4.26810222296,2.08145832814e-15
"68","Androgen","Eci2",4.26810222296,2.08145832814e-15
"69","Androgen","Adprm",4.13348871896,2.44999510735e-15
"70","Androgen","Grhl2",4.29572486397,3.23687418898e-15
"71","Androgen","Endod1",6.51615227021,3.37749880923e-15
"72","Androgen","Azgp1",5.81835009695,8.18288355798e-15
"73","Androgen","Acp3",-3.01472809845,9.00291293176e-15
"74","Androgen","Tspan3",-3.04694823602,1.12547644848e-14
"75","Androgen","Igf1",2.68011765402,1.2751416508e-14
"76","Androgen","Pde9a",2.90020939568,1.59121713278e-14
"77","Androgen","Ppp2cb",2.35261800325,2.77063337755e-14
"78","Androgen","Mynn",-2.91880437202,2.8020413312e-14
"79","Androgen","Rab3b",4.39309957965,3.31498643161e-14
"80","Androgen","Sec14l2",4.38852738911,3.44312983136e-14
"81","Androgen","Psmd8",3.65732836091,3.63130513581e-14
"82","Androgen","Ube2j1",3.76002103397,3.79580818639e-14
"83","Androgen","Fut8",-4.40595359044,7.24871844689e-14
"84","Androgen","Pak1ip1",7.6919315634,9.46159629764e-14
"85","Androgen","Manea",-4.00414637037,1.16701147392e-13
"86","Androgen","Gcg",-2.17133592689,1.25162965851e-13
"87","Androgen","Selenop",6.33678058131,1.28014635193e-13
"88","Androgen","Trpm8",3.83541868895,1.47502166728e-13
"89","Androgen","Scap",2.92921089044,1.59470971519e-13
"90","Androgen","Mccc2",2.80800480204,2.00838093529e-13
"91","Androgen","Nnmt",6.09032697311,2.16581961309e-13
"92","Androgen","Greb1",5.56495649091,2.46032761119e-13
"93","Androgen","Abhd2",5.229518364,2.71211216891e-13
"94","Androgen","Pnlip",2.44136328553,3.39165013782e-13
"95","Androgen","Mapk6",3.24653513246,3.75198904584e-13
"96","Androgen","Tmem38b",-4.13283619758,6.11108164504e-13
"97","Androgen","Kalrn",-1.18918847198,6.46161953203e-13
"98","Androgen","Mpzl1",2.503403837,7.39867775201e-13
"99","Androgen","Colec12",-3.87535587493,1.13932664369e-12
"100","Androgen","Dennd1b",-3.51973011425,1.34688526082e-12
"101","Androgen","Trim45",-2.4815293526,1.47711774545e-12
"102","Androgen","Rab27a",4.18865850226,1.6075943172e-12
"103","Androgen","Grb10",-4.89075851789,1.62730156786e-12
"104","Androgen","Snrk",-2.28589368592,2.59253083265e-12
"105","Androgen","Saysd1",-1.61029533463,2.91571786653e-12
"106","Androgen","Trim36",3.33793117497,3.10259993292e-12
"107","Androgen","Orc5",3.28469858407,3.61241937669e-12
"108","Androgen","Chka",3.74431578374,3.73027353164e-12
"109","Androgen","Abcc1",3.44972478714,6.56043273517e-12
"110","Androgen","Ppp1cb",3.35835556015,7.79943658535e-12
"111","Androgen","Bard1",-4.80969112827,8.86871155756e-12
"112","Androgen","Hebp2",2.81694520151,9.40472773089e-12
"113","Androgen","Tenm1",2.37952949137,1.14222825071e-11
"114","Androgen","Galnt10",-2.97199575307,1.3077162187e-11
"115","Androgen","Crebzf",-1.84097927528,1.71054008359e-11
"116","Androgen","Inpp4b",4.80451897788,1.73491156122e-11
"117","Androgen","Man1a1",-6.21456367095,1.88463483718e-11
"118","Androgen","Rarb",2.7037332567,2.41731168855e-11
"119","Androgen","Slc43a1",4.03557670537,2.6367595862e-11
"120","Androgen","Pitx1",-2.68040248873,3.20819791436e-11
"121","Androgen","Irs2",6.85366315869,3.68713737725e-11
"122","Androgen","Myrip",-3.01545080602,4.14787662831e-11
"123","Androgen","Fech",2.56997936462,5.09483813931e-11
"124","Androgen","Socs2",4.66149336276,6.48113052058e-11
"125","Androgen","Mycbp2",2.53763323677,6.53027187236e-11
"126","Androgen","Slc35f2",4.53735066489,6.75325850211e-11
"127","Androgen","Mapre2",-1.92481153106,6.92422640553e-11
"128","Androgen","Tulp4",-3.19079944336,8.63412438326e-11
"129","Androgen","Atp1a1",2.77926385092,8.64986323506e-11
"130","Androgen","Kcnd2",2.76909126593,9.17071596519e-11
"131","Androgen","Ficd",3.21752457891,1.21876322929e-10
"132","Androgen","Tiparp",8.33235975736,1.5252635249e-10
"133","Androgen","Efcab11",-1.68724970775,1.70710330324e-10
"134","Androgen","Cngb3",1.07824343485,1.83849700174e-10
"135","Androgen","Slc16a6",6.47193846835,2.4294971901e-10
"136","Androgen","Atmin",2.74457562546,2.55327143474e-10
"137","Androgen","Spryd7",2.27908159478,2.59445352034e-10
"138","Androgen","Insl5",-1.38488146249,3.42510466891e-10
"139","Androgen","Dbi",5.25429582369,3.52477165734e-10
"140","Androgen","Map9",3.21986327804,4.23833566163e-10
"141","Androgen","Dnajb9",4.90128301361,4.62764475602e-10
"142","Androgen","Lin7b",2.01617513997,4.71936084494e-10
"143","Androgen","Mid1",-3.30355895531,4.86415870237e-10
"144","Androgen","Prkch",3.08552297923,5.62547573566e-10
"145","Androgen","Nt5dc3",3.00507292311,7.39052299493e-10
"146","Androgen","Ints8",-2.77270714922,7.42442628128e-10
"147","Androgen","Wnt7b",2.72154168855,8.47740270989e-10
"148","Androgen","Fam110b",2.69257628281,8.53962453823e-10
"149","Androgen","Hpgd",7.53897406539,9.35964874494e-10
"150","Androgen","Amigo2",-8.63080529272,9.77793228786e-10
"151","Androgen","Tapt1",-1.42027667075,1.25884572942e-09
"152","Androgen","Cartpt",1.18448677234,1.26225342479e-09
"153","Androgen","Tgm3",-1.80271650331,1.28955521377e-09
"154","Androgen","Zbbx",-1.67411043802,1.30661262069e-09
"155","Androgen","Efhc2",-1.70612091232,1.31281897234e-09
"156","Androgen","Tex2",3.29953815655,1.47027962719e-09
"157","Androgen","Mtor",1.5902665705,1.54001481782e-09
"158","Androgen","Acsm1",1.1669406865,1.54534035576e-09
"159","Androgen","Dcaf6",2.66396654933,1.97802850057e-09
"160","Androgen","Apof",-1.30792748615,2.15078706873e-09
"161","Androgen","Sptlc3",-2.80921636126,2.22139689582e-09
"162","Androgen","Bbx",2.96983477776,2.43633895335e-09
"163","Androgen","Lcp1",3.69256277711,3.97017294135e-09
"164","Androgen","Slc19a2",5.2802632482,4.40199668828e-09
"165","Androgen","Degs1",5.09409858841,4.61399204185e-09
"166","Androgen","Ltn1",-2.45145984002,4.94194318553e-09
"167","Androgen","Stk17b",3.69386229774,7.36006984696e-09
"168","Androgen","Acaca",2.29560033323,1.10813681628e-08
"169","Androgen","Ssr1",2.21951608034,1.12046997343e-08
"170","Androgen","Gnai1",3.33506333071,1.1395099369e-08
"171","Androgen","Pnma1",3.46477927765,1.45315982233e-08
"172","Androgen","Gcfc2",3.10998663403,1.54607639326e-08
"173","Androgen","Gucy1a1",2.68468055138,1.63189739171e-08
"174","Androgen","Slc12a6",-2.69364780416,1.82016878823e-08
"175","Androgen","Cnga1",-1.62093538099,1.91306498206e-08
"176","Androgen","Bmerb1",-2.08985897544,2.0222593763e-08
"177","Androgen","Arhgap6",1.78568950794,2.02490139862e-08
"178","Androgen","Appbp2",2.98388803447,2.11443223161e-08
"179","Androgen","Mylk",-3.09341914654,2.13581500628e-08
"180","Androgen","Fzd3",-2.98379494341,2.16476583639e-08
"181","Androgen","Micu1",-2.34111100285,2.59324577929e-08
"182","Androgen","Tnfrsf10b",2.9047619247,2.60829642091e-08
"183","Androgen","Serp1",2.07945113128,3.53224328901e-08
"184","Androgen","Serpini1",-3.49727417709,4.17098333672e-08
"185","Androgen","Luzp2",-1.72833458159,4.42180202536e-08
"186","Androgen","Hoxb13",-2.19614292827,4.43167582471e-08
"187","Androgen","Cnksr2",1.81552916332,4.91129817119e-08
"188","Androgen","Chpt1",2.70747417305,5.48538727506e-08
"189","Androgen","Bche",-3.7747380705,5.71775828861e-08
"190","Androgen","Ptbp2",-2.01737422916,5.75825848674e-08
"191","Androgen","Mtmr2",2.13646736344,5.90541622527e-08
"192","Androgen","Prr15l",3.8148997976,6.65428457657e-08
"193","Androgen","Gmppa",1.81423577606,7.14395755523e-08
"194","Androgen","Ankh",2.8727763393,7.88276437149e-08
"195","Androgen","Wdr44",1.65933530683,7.905629638e-08
"196","Androgen","Ralb",-2.7136056361,8.08248407148e-08
"197","Androgen","Dgkh",-1.98986609522,8.39415248297e-08
"198","Androgen","Map7d1",2.53725242721,8.64867972696e-08
"199","Androgen","Erp44",1.28062539593,8.89037360011e-08
"200","Androgen","Ccdc93",-1.70367008115,1.06753603046e-07
"201","Androgen","Rbfox2",-1.41364504815,1.13280737203e-07
"202","Androgen","Kdelr2",2.30663488162,1.17267932479e-07
"203","Androgen","Lyve1",5.51200140972,1.23335210972e-07
"204","Androgen","Adam22",-1.02603873533,1.26541474087e-07
"205","Androgen","Pkp4",-2.04715052488,1.42419587347e-07
"206","Androgen","Klf5",5.16023531883,1.50653877522e-07
"207","Androgen","Ern1",2.62980505762,1.56363609806e-07
"208","Androgen","Lpcat4",-1.8180060553,1.57148314974e-07
"209","Androgen","Ndrg1",10.6219803008,1.77876606382e-07
"210","Androgen","Atp11b",1.82642076165,1.91677268431e-07
"211","Androgen","Creb3l2",2.1923341289,1.9841214138e-07
"212","Androgen","Herpud1",3.35136776356,2.0130880713e-07
"213","Androgen","Nat2",4.36766134969,2.13500405012e-07
"214","Androgen","Plppr1",-1.46434922314,2.19624795899e-07
"215","Androgen","Hipk2",2.87229300848,2.33741663806e-07
"216","Androgen","Taok3",2.08293403934,2.4991141314e-07
"217","Androgen","Nova1",-1.27304909761,2.73965494347e-07
"218","Androgen","Bmpr1a",2.36619063166,2.8370368289e-07
"219","Androgen","Ddx42",-1.7999277269,2.98177433095e-07
"220","Androgen","Abcg1",-2.79240214286,3.10007934248e-07
"221","Androgen","Npc1",2.16840971584,3.33649690857e-07
"222","Androgen","Gper1",-2.0719187497,3.70075139933e-07
"223","Androgen","Il1r1",3.39643427486,3.70640908134e-07
"224","Androgen","Pdss2",-0.9780308425,4.23969145741e-07
"225","Androgen","Gorasp2",1.92648208185,4.35307159684e-07
"226","Androgen","Gask1b",-5.301028616,4.39698459522e-07
"227","Androgen","Plpp2",-2.17133442791,5.72784728718e-07
"228","Androgen","Slc20a2",-2.31873600468,5.73913412356e-07
"229","Androgen","Cobl",-2.28704554045,5.9238907814e-07
"230","Androgen","Tmem47",3.5903229101,7.16906054674e-07
"231","Androgen","Cdc42ep3",4.79784377384,7.17272197501e-07
"232","Androgen","Ergic2",1.84324988036,7.35709057142e-07
"233","Androgen","Ndufv1",-1.29549843003,7.38465978704e-07
"234","Androgen","Rnft2",-1.86742520312,7.44166907256e-07
"235","Androgen","Tspan5",-2.38404860756,7.5133958243e-07
"236","Androgen","Sema6a",-2.61147346288,7.52584668261e-07
"237","Androgen","Sc5d",2.37507635146,7.95021762114e-07
"238","Androgen","Camk1d",-1.85267427864,8.02723374675e-07
"239","Androgen","Slc44a1",-2.28323607657,8.24519845671e-07
"240","Androgen","Sap30",1.91996836724,8.65170325637e-07
"241","Androgen","Rreb1",0.910165100939,8.83479799095e-07
"242","Androgen","Lrch1",1.95417863244,9.15652610879e-07
"243","Androgen","Thrb",2.04653988374,9.15798469394e-07
"244","Androgen","Stk3",-1.74725434012,9.755003342e-07
"245","Androgen","Ptprr",-3.4979980752,9.97050014458e-07
"246","Androgen","Smpd2",2.00896147935,1.00839506967e-06
"247","Androgen","Uqcc1",-1.39363356804,1.04468750045e-06
"248","Androgen","Clgn",3.62954455627,1.09429234571e-06
"249","Androgen","Pgm3",2.4241280143,1.11737523604e-06
"250","Androgen","Nkx3-2",1.76403636014,1.22011523527e-06
"251","Androgen","Ift57",1.94700381559,1.22888549239e-06
"252","Androgen","Pknox2",-1.32581044489,1.29186597884e-06
"253","Androgen","Abca12",-3.34489595237,1.29560989453e-06
"254","Androgen","Kctd3",2.75470943233,1.3133250189e-06
"255","Androgen","Ptrh2",2.58174571209,1.4021581544e-06
"256","Androgen","Ppfibp1",1.7948038176,1.48919600775e-06
"257","Androgen","Slco2a1",5.01610967418,1.5132980557e-06
"258","Androgen","Myt1",-0.852577333297,1.53225744851e-06
"259","Androgen","Cyp11a1",1.36259409182,1.65881890617e-06
"260","Androgen","Col5a2",-3.26048054969,1.69698024906e-06
"261","Androgen","Sh3bgrl",2.98099523532,1.91345016638e-06
"262","Androgen","Patz1",-1.32234957103,1.93031429513e-06
"263","Androgen","Cmc2",3.9173087043,1.95103262739e-06
"264","Androgen","Nfkbia",5.74180310867,2.04146327523e-06
"265","Androgen","Glrx2",3.39230202975,2.05691072483e-06
"266","Androgen","Tmem39a",1.56477586261,2.20506679132e-06
"267","Androgen","Vcl",2.29361215586,2.34227078966e-06
"268","Androgen","Rnf2",1.26647233426,2.40102937008e-06
"269","Androgen","Elovl2",3.25766334433,2.40793186666e-06
"270","Androgen","MACIR",-3.24537763906,2.40826241169e-06
"271","Androgen","Garnl3",-0.888274764513,2.41626611465e-06
"272","Androgen","Ube2e1",1.67457030253,2.48587586369e-06
"273","Androgen","Aldh1a3",4.43114339872,2.51005603687e-06
"274","Androgen","Ube2d1",1.90503417699,2.55701047198e-06
"275","Androgen","Rnf34",-1.67868098742,2.70342663705e-06
"276","Androgen","Hspa1l",-1.2612516092,2.92311622459e-06
"277","Androgen","Spata2",1.51318119474,3.08557693132e-06
"278","Androgen","Osr2",-4.56827905681,3.08885853913e-06
"279","Androgen","Fads2",2.06872181242,3.10295153211e-06
"280","Androgen","Htatsf1",-1.79349420624,3.24271439934e-06
"281","Androgen","Abca1",-2.17659776811,3.25400857056e-06
"282","Androgen","Lat2",1.31397922648,3.45844544261e-06
"283","Androgen","Golga5",2.0963539887,3.46531477059e-06
"284","Androgen","Crisp1",2.19948128157,3.57346599706e-06
"285","Androgen","Mtrex",-1.6185574943,3.88267521624e-06
"286","Androgen","Adra2a",2.14815091726,3.89704189501e-06
"287","Androgen","St3gal1",-3.07196513259,4.41871309503e-06
"288","Androgen","Radx",-1.29513404577,4.47503776528e-06
"289","Androgen","Rap1b",-2.16653196987,4.48918526373e-06
"290","Androgen","Ssr3",2.73784886452,4.5704407825e-06
"291","Androgen","Styk1",2.16289852081,5.06584536466e-06
"292","Androgen","Dmrt1",-1.21509818562,5.19886759279e-06
"293","Androgen","Slc25a37",2.27953485629,5.40109158433e-06
"294","Androgen","Coq7",-1.35242134205,5.48664286304e-06
"295","Androgen","Uso1",1.91862489583,5.54010479409e-06
"296","Androgen","Osbp",1.17202345622,5.80031113877e-06
"297","Androgen","Dsc1",1.81917593502,6.09389349433e-06
"298","Androgen","Prpf6",-1.63688792209,6.25101281901e-06
"299","Androgen","Extl2",2.63858591092,6.41014668361e-06
"300","Androgen","Kif5b",-2.02800457177,6.53658440967e-06
"301","EGFR","Lztfl1",-1.87387692925296,2.08099554876229e-18
"302","EGFR","Phlda2",3.50513834140141,2.05306243609827e-17
"303","EGFR","Dusp6",12.629312588446,6.53732395547406e-17
"304","EGFR","Phlda1",6.61962612874247,3.41069329471772e-16
"305","EGFR","Cript",-2.04493786986832,3.77813132457768e-16
"306","EGFR","Dusp4",6.96717967147409,5.48750576591352e-16
"307","EGFR","Epha2",5.41118410206543,6.19938297458677e-16
"308","EGFR","Mccc1",-2.17032352979398,3.20000613262998e-15
"309","EGFR","Has3",2.92373776511949,4.89872137315521e-15
"310","EGFR","Vav3",-3.38648503621611,5.04961187883773e-15
"311","EGFR","Fosl1",7.64782979533842,6.80646496835196e-15
"312","EGFR","Senp7",-2.11034378289699,1.03286730531973e-14
"313","EGFR","Egr4",2.95307638542232,3.19810027419128e-14
"314","EGFR","Pot1",-1.83330085840256,4.84124580807887e-14
"315","EGFR","Atg2b",-1.64558044699328,7.2057042507037e-14
"316","EGFR","Nr1d2",-3.08327244867749,7.3112243484365e-14
"317","EGFR","Larp7",-0.91707745578243,1.24472884028883e-13
"318","EGFR","Myo1a",0.994778119514043,1.38208563094451e-13
"319","EGFR","Kiaa1522",-2.50694146733729,1.85618812073273e-13
"320","EGFR","Adora1",1.26781000839001,2.69540921364344e-13
"321","EGFR","Rabgap1",-1.26940025889934,2.69581422557506e-13
"322","EGFR","Syf2",-1.40763575246807,3.13714310399917e-13
"323","EGFR","Marf1",-2.29846851744686,4.76513789509986e-13
"324","EGFR","Retreg3",-2.12231778440029,5.55549731803887e-13
"325","EGFR","Atxn3",-1.27427867376912,6.11584012153376e-13
"326","EGFR","Etfdh",-1.66845875498315,6.39085668355988e-13
"327","EGFR","Nbr1",-1.99720336416486,1.13585665509965e-12
"328","EGFR","Trib1",3.91779438327681,1.19739035615098e-12
"329","EGFR","Elf2",-1.34292870001263,1.26989480436963e-12
"330","EGFR","Plek2",3.43925696360287,1.44644287558582e-12
"331","EGFR","Cldn8",-2.01870784848733,1.98988739076034e-12
"332","EGFR","Cbarp",0.979442478621881,2.5590335902141e-12
"333","EGFR","Rnf146",-2.17082116400212,2.58250004018122e-12
"334","EGFR","Eapp",-2.23989973033089,2.72426397359463e-12
"335","EGFR","Bsdc1",-1.26936896809616,2.7954697879658e-12
"336","EGFR","Mbtps1",-1.40660137547869,3.46066638983615e-12
"337","EGFR","Mdfi",1.16010907259944,4.06401123984654e-12
"338","EGFR","Klhdc2",-3.59392965455908,5.33625379126342e-12
"339","EGFR","Aen",2.98740289742821,5.36706555323295e-12
"340","EGFR","Pwp2",1.17248838378621,5.59225605006803e-12
"341","EGFR","Dync2li1",-1.43023860195831,6.10405721479443e-12
"342","EGFR","Xrcc3",1.48795707507058,7.44397669550959e-12
"343","EGFR","Spata2l",1.75649766839173,7.5572386495486e-12
"344","EGFR","Slc45a3",1.9024389018056,8.61208745016952e-12
"345","EGFR","Wdr19",-1.49378942406405,8.97814783382048e-12
"346","EGFR","Trh",0.771964661380765,9.40746359837555e-12
"347","EGFR","Tmem59",-1.8640664265804,9.42457078039621e-12
"348","EGFR","Cept1",-0.994593734124264,1.20278847694673e-11
"349","EGFR","Tubb4b",4.08451020763625,1.65630497932193e-11
"350","EGFR","Hmox2",1.71963797256777,1.7181624062145e-11
"351","EGFR","Odc1",4.67855082896383,1.72765397274496e-11
"352","EGFR","Ajuba",-3.19326466262031,2.39593847692888e-11
"353","EGFR","Mmut",-1.69086957005589,2.45759243680692e-11
"354","EGFR","Cfl1",1.32924547866267,2.77853193596486e-11
"355","EGFR","Gpr75",1.03703951529263,2.80238415907666e-11
"356","EGFR","Znf451",-1.05600688074436,4.21440890379188e-11
"357","EGFR","Gramd1c",-2.79709199268972,4.44433120737333e-11
"358","EGFR","Carf",-1.60128408140437,8.6728873587739e-11
"359","EGFR","Sh2d5",2.43213297611947,8.67884735790569e-11
"360","EGFR","Pnisr",-1.59538804318438,1.00011258331448e-10
"361","EGFR","Ttc33",-1.38440898157233,1.02402302925084e-10
"362","EGFR","Egr3",6.27141550111319,1.28710659028816e-10
"363","EGFR","Foxn3",-1.67954301259901,1.29270452451161e-10
"364","EGFR","Pex1",-1.66166240906158,1.44167713705182e-10
"365","EGFR","Tomm34",1.80597879298749,1.51000017281813e-10
"366","EGFR","Abhd18",-1.2730325781368,1.55790523324653e-10
"367","EGFR","Npnt",-1.87135596634344,1.60121822907369e-10
"368","EGFR","Suds3",-2.19531961765194,1.60984902190309e-10
"369","EGFR","Gabarapl1",-2.95964345352502,1.68256169248599e-10
"370","EGFR","Cdkn1b",-3.267665796592,1.77632342999361e-10
"371","EGFR","Relt",2.29165301407767,2.25360501838096e-10
"372","EGFR","Creg1",-2.11342444878467,2.39890997283882e-10
"373","EGFR","Gal",2.16277575187849,2.47309831583734e-10
"374","EGFR","Cd160",0.762055840881122,2.64850571256608e-10
"375","EGFR","Hoxc6",-2.42699297906554,2.9548168493502e-10
"376","EGFR","Lipg",3.61106578296836,3.05827828083008e-10
"377","EGFR","Stx1a",1.69688783207693,3.10107764792251e-10
"378","EGFR","Usp36",1.59254306774406,3.20892908755074e-10
"379","EGFR","Aloxe3",1.87497320027495,5.11775858795773e-10
"380","EGFR","Znhit3",-1.29726914477624,5.12063715560604e-10
"381","EGFR","Zfp2",-1.11897580998605,5.26889237288232e-10
"382","EGFR","Slc20a1",5.14750431203341,5.27191983564929e-10
"383","EGFR","Cdipt",-1.67323908018066,5.33274634161233e-10
"384","EGFR","Sec14l2",1.38341251854441,6.07061355977065e-10
"385","EGFR","Ift80",-2.01172497620592,6.40445814041229e-10
"386","EGFR","Ccdc6",-1.72081462051235,6.63901168956896e-10
"387","EGFR","Cep68",-1.6695548170153,6.65969156577451e-10
"388","EGFR","Ier2",4.08664228744512,7.73688528608053e-10
"389","EGFR","Mmp1a",7.64875314135371,8.43626663195099e-10
"390","EGFR","Tubb6",3.1450664481421,8.44857555925889e-10
"391","EGFR","Jrkl",-0.999424572438277,8.71447129267364e-10
"392","EGFR","Rab11fip4",-1.05279481093966,8.85067236023964e-10
"393","EGFR","Klhl24",-3.62900281235616,9.04972012795074e-10
"394","EGFR","Ift74",-1.67376065446735,9.28477619494114e-10
"395","EGFR","Krt6a",2.62927167775161,9.30554348028064e-10
"396","EGFR","Lrrc8e",0.947703934099901,9.33210839316601e-10
"397","EGFR","Trim23",-1.69658182159265,1.04155126498308e-09
"398","EGFR","Map3k14",1.98450624111606,1.06654359693341e-09
"399","EGFR","Bicral",-2.015439951573,1.18860048841745e-09
"400","EGFR","Mrps14",-1.29715246155447,1.2150342249407e-09
"401","EGFR","Yrdc",2.93469489053859,1.24290528965269e-09
"402","EGFR","Retreg2",-1.68468124309844,1.26560983711087e-09
"403","EGFR","Atg14",-2.36014716245379,1.34155603076861e-09
"404","EGFR","Klf2",1.74139184877378,1.36664335335924e-09
"405","EGFR","Areg",3.88796768844348,1.37692453599527e-09
"406","EGFR","Stx19",-1.57552754818057,1.50364833660808e-09
"407","EGFR","Idi2",1.12795498906275,1.51298325810869e-09
"408","EGFR","Scpep1",-1.58323143855314,1.58184810469378e-09
"409","EGFR","Qsox2",1.84153078807548,1.62753358617078e-09
"410","EGFR","Xdh",1.89581209378246,1.64582427861325e-09
"411","EGFR","Ier5",3.67213260178644,1.65707845468391e-09
"412","EGFR","Oard1",-1.73886702901442,1.65770862867023e-09
"413","EGFR","Cep57",-1.85056629632952,2.07135587858977e-09
"414","EGFR","Slc16a4",-3.14613152240497,2.10540062295908e-09
"415","EGFR","Enpp5",-2.42433289834441,2.2089549944956e-09
"416","EGFR","Grhl2",-1.41205081615092,2.27433305738105e-09
"417","EGFR","Lrp8",3.65779892062933,2.31470004132225e-09
"418","EGFR","Kif16b",-1.36378800972249,2.31957867948717e-09
"419","EGFR","Fgfbp1",2.86522627103183,2.56227733729952e-09
"420","EGFR","Rtn3",-1.48930459299293,2.56541421242915e-09
"421","EGFR","Tsc1",-1.48399057274139,2.57596743204588e-09
"422","EGFR","Hadhb",-1.64314292938907,2.80275015767143e-09
"423","EGFR","Arid4a",-2.15927116967603,2.80299994825009e-09
"424","EGFR","Tubb3",3.24976417820238,2.82102863780257e-09
"425","EGFR","Gnpat",-1.05555636862295,2.88792126303079e-09
"426","EGFR","Arid3b",1.48796990141943,2.89195194397931e-09
"427","EGFR","Cdkl3",-0.80876662183836,2.93701483090355e-09
"428","EGFR","Cln3",-1.42052132606013,3.02736412336521e-09
"429","EGFR","Rab5b",-1.77231186374514,3.06169137718439e-09
"430","EGFR","Gprin1",1.26996362871139,3.11842493087655e-09
"431","EGFR","Mat2b",-1.19291966681475,3.14996068386566e-09
"432","EGFR","Kdm3b",-1.35865146252981,3.18517312877862e-09
"433","EGFR","Cbr4",-1.60361314894398,3.19705777087948e-09
"434","EGFR","Pbx1",-2.54321881935267,3.28695348649153e-09
"435","EGFR","Tdrd1",-0.926148308274677,3.29364694861191e-09
"436","EGFR","Papolg",-1.11816987192496,3.38479456378999e-09
"437","EGFR","Fbxl4",-1.66371983087662,3.45229120095608e-09
