"","source","target","mor"
"31192","MAZ","CLCNKA",1
"31193","MAZ","HTR1A",1
"31194","MAZ","TSG101",1
"31195","MBD2","ALOX5",-1
"31196","MBD2","DAPK1",1
"31197","MBD2","KLK10",1
"31198","MBD2","MSH2",1
"31199","MBD2","NANOG",-1
"31200","MECP2","ABCB1",-1
"31201","MECP2","ALOX5",-1
"31202","MECP2","CCND1",-1
"31203","MECP2","CDKL5",-1
"31204","MECP2","DLX5",-1
"31205","MECP2","GAD1",-1
"31206","MECP2","IGFBP3",-1
"31207","MECP2","MGMT",-1
"31208","MECP2","RELN",-1
"31209","MECP2","TFF1",-1
"31210","MED1","AURKA",1
"31211","MED1","SULT2A1",1
"31212","MED1","UBE2C",1
"31213","MED15","NCF2",1
"31214","MED23","KISS1",1
"31215","MED23","TXNIP",1
"31216","MEF2A","NRF1",1
"31217","MEF2B","BCL6",1
"31218","MEF2C","CDKL5",1
"31219","MEF2C","CPT1B",1
"31220","MECP2","MEF2C",-1
"31221","MEF2C","MECP2",1
"31222","MEF2C","NR4A1",-1
"31223","MEF2C","SOST",-1
"31224","MEF2C","VEGFA",1
"31225","MEF2D","ATF3",1
"31226","MEF2D","SOST",-1
"31227","MEIS1","AR",1
"31228","MEIS1","ITGA9",1
"31229","MEIS2","IL17RB",1
"31230","MITF","BCL2A1",-1
"31231","MITF","CDK2",1
"31232","MITF","GPNMB",1
"31233","MITF","HERC2",1
"31234","MITF","PMEL",1
"31235","MITF","PRKCB",1
"31236","MITF","SERPINF1",1
"31237","MITF","CD40LG",1
"31238","MRTFA","COL1A1",1
"31239","MRTFA","SCAI",1
"31240","MRTFA","TAGLN",1
"31241","KMT2D","HOXC6",1
"31242","KMT2C","HOXC6",1
"31243","KMT2D","PTGS1",1
"31244","MLX","ODC1",1
"31245","MSC","CDC25A",-1
"31246","MSC","CDC6",-1
"31247","MSC","CTLA4",1
"31248","MSC","DKK1",1
"31249","MSC","FOXP3",1
"31250","MSC","IFNG",1
"31251","MSC","IL10",1
"31252","MSC","IL2RA",1
"31253","MSC","LTA",-1
"31254","MSC","MCM7",-1
"31255","MSC","MMP2",1
"31256","MSX1","DLK1",1
"31257","MSX1","HEY1",1
"31258","MSX1","NOTCH3",1
"31259","MSX1","ZHX2",1
"31260","MSX2","BCL2",-1
"31261","MSX2","CDH2",-1
"31262","MSX2","NKX3-1",1
"31263","MSX2","SOD1",1
"31264","MTA1","ALOX15",1
"31265","MTA1","BCL2L1",1
"31266","MTA1","EGFR",1
"31267","MTA1","HDAC1",1
"31268","MTA1","ITGB3BP",1
"31269","MTA1","MNAT1",1
"31270","MTA1","MTA3",-1
"31271","MTA1","MYC",1
"31272","MTA1","SNAI2",1
"31273","MTA1","TFF1",1
"31274","MTF1","ACO1",1
"31275","MTF1","PRNP",1
"31276","MTF1","SOD1",1
"31277","MYB","CDO1",1
"31278","MYB","CEBPA",1
"31279","CEBPA","MYB",-1
"31280","MYB","CLEC4G",1
"31281","MYB","COL1A1",1
"31282","MYB","CSF3R",-1
"31283","MYB","GATA3",1
"31284","MYB","GSTM1",1
"31285","MYB","ICAM1",-1
"31286","MYB","IL15",1
"31287","MYB","IL7",1
"31288","MYB","MZF1",1
"31289","MZF1","MYB",1
"31290","MYB","NMU",1
"31291","MYB","SIM2",1
"31292","MYB","TK1",1
"31293","MYB","WAS",1
"31294","MYBBP1A","SFTPB",1
"31295","MYBL1","NCL",1
"31296","MYBL2","MYBL2",1
"31297","MYBL2","NCL",1
"31298","MYBL2","PSG1",1
"31299","MYC","ASS1",1
"31300","MYC","ATF3",1
"31301","MYC","CD33",-1
"31302","MYC","CD38",1
"31303","MYC","CDC34",1
"31304","MYC","CDH3",1
"31305","MYC","CHEK1",1
"31306","MYC","CHEK2",1
"31307","MYC","CREBBP",1
"31308","CREBBP","MYC",1
"31309","MYC","CYP3A4",1
"31310","MYC","FUT3",1
"31311","MYC","HDAC2",1
"31312","MYC","HLA-A",1
"31313","MYC","HLA-C",1
"31314","MYC","HLA-F",1
"31315","MYC","HLA-G",1
"31316","MYC","IFNA1",-1
"31317","MYC","IPO7",1
"31318","MYC","MME",1
"31319","MYC","NFE2",-1
"31320","MYC","PGK1",1
"31321","MYC","PRODH",-1
"31322","MYC","PTBP1",1
"31323","MYC","SHMT1",1
"31324","MYC","ST3GAL1",1
"31325","MYC","ST3GAL3",1
"31326","MYC","ST3GAL4",1
"31327","MYC","SURF2",1
"31328","MYC","TFAP4",1
"31329","MYC","TLX1",1
"31330","TLX1","MYC",1
"31331","MYC","TNFRSF10B",1
"31332","MYC","TP73",1
"31333","MYC","WRN",1
"31334","MYC","XPO1",1
"31335","MYCN","BAX",1
"31336","MYCN","CD44",1
"31337","MYCN","CDKN1A",1
"31338","MYCN","CDKN1B",1
"31339","MYCN","CIITA",-1
"31340","MYCN","DDB1",1
"31341","MYCN","EFNB3",1
"31342","MYCN","HDAC2",1
"31343","MYCN","HLA-A",-1
"31344","MYCN","HLA-B",1
"31345","MYCN","HLA-C",1
"31346","MYCN","HLA-F",1
"31347","MYCN","HLA-G",1
"31348","MYCN","ID2",1
"31349","MYCN","IFNG",1
"31350","MYCN","MCM10",1
"31351","MYCN","MYBL2",1
"31352","MYCN","TP53INP1",-1
"31353","MYOCD","ACTG2",1
"31354","MYOD1","SLC9A2",1
"31355","MYOG","MYEF2",1
"31356","MZF1","BLMH",1
"31357","NAB1","MSLN",1
"31358","NAB2","BCAR1",1
"31359","NAB2","RBL2",1
"31360","NANOG","AFP",-1
"31361","NANOG","CCND1",1
"31362","NANOG","CDX2",-1
"31363","NANOG","CGA",-1
"31364","NANOG","CGB8",-1
"31365","NANOG","GATA2",-1
"31366","GATA4","NANOG",1
"31367","NANOG","GATA4",-1
"31368","NANOG","KLF2",1
"31369","NANOG","L1TD1",1
"31370","NANOG","LAMB1",-1
"31371","NANOG","LXN",-1
"31372","NANOG","MTF2",1
"31373","NANOG","NODAL",1
"31374","NANOG","SEMA6A",1
"31375","NANOG","SOX1",1
"31376","NANOG","YES1",1
"31377","NCOA1","CDKN1A",1
"31378","NCOA3","BCL2",1
"31379","NCOA3","MMP10",1
"31380","NCOA3","MMP7",1
"31381","NCOA4","KLK3",1
"31382","NCOA4","TFF1",1
"31383","NCOA6","CYP2C9",1
"31384","NCOA6","CYP3A4",1
"31385","NCOA6","FOS",1
"31386","NCOA6","HSF1",1
"31387","NCOR1","G0S2",-1
"31388","NCOR1","IGF1",1
"31389","NCOR1","IGFBP3",-1
"31390","NCOR1","PPARG",-1
"31391","NCOR2","IGF1",1
"31392","NCOR2","MYCN",1
"31393","NCOR2","PCK2",1
"31394","NEUROG3","VSX2",1
"31395","NFAT5","CYP3A7",1
"31396","NFAT5","LTB",1
"31397","NFATC1","CD3G",1
"31398","NFATC1","CYP2E1",1
"31399","NFATC1","IFNG",1
"31400","NFATC2","CD3G",-1
"31401","NFATC3","CTSD",1
"31402","NFATC3","TFF1",1
"31403","NFE2","GCLC",1
"31404","NFE2","GSS",1
"31405","NFE2L1","CDK11B",1
"31406","NFE2L1","NQO1",1
"31407","NFE2L2","CAT",1
"31408","NFE2L2","GSTA1",1
"31409","NFE2L2","MTHFR",1
"31410","NFE2L2","UGT2B7",1
"31411","NFIA","CDKN1A",-1
"31412","NFIA","PCK2",1
"31413","NFIB","CDKN1A",1
"31414","NFIB","WFDC2",1
"31415","NFIC","ACOT7",1
"31416","NFIC","ALAS1",1
"31417","NFIC","CCL2",1
"31418","NFIC","COL18A1",1
"31419","NFIC","COL1A1",1
"31420","NFIC","GTF3C1",1
"31421","NFIC","GTF3C2",1
"31422","NFIC","GUCY1B1",1
"31423","NFIC","HGF",1
"31424","NFIC","HMGB1",1
"31425","NFIC","HSD11B2",1
"31426","NFIC","IRS2",1
"31427","NFIC","ITGA5",-1
"31428","NFIC","JUN",1
"31429","NFIC","MATN1",-1
"31430","NFIC","POLD2",1
"31431","NFIC","POLE2",1
"31432","NFIC","SLC34A2",1
"31433","NFIC","TFPI2",1
"31434","NFIL3","APP",1
"31435","NFIL3","HPGD",1
"31436","NFIL3","PGR",-1
"31437","NFIX","CDKN1A",-1
"31438","NFKB1","A2M",1
"31439","NFKB1","ABCA1",-1
"31440","NFKB1","ABCB1",1
"31441","NFKB1","ADORA1",1
"31442","NFKB1","ADORA2A",1
"31443","NFKB1","ADORA3",1
"31444","NFKB1","AGER",1
"31445","NFKB1","AKT1",-1
"31446","NFKB1","AKT2",-1
"31447","NFKB1","ALOX5",-1
"31448","NFKB1","AMH",1
"31449","NFKB1","ATF3",1
"31450","NFKB1","B2M",1
"31451","NFKB1","BCL2L11",-1
"31452","NFKB1","BDKRB1",1
"31453","NFKB1","BGN",1
"31454","NFKB1","BIRC2",1
"31455","NFKB1","BIRC3",1
"31456","NFKB1","BST1",1
"31457","NFKB1","BTG2",1
"31458","NFKB1","CARD8",1
"31459","NFKB1","CARM1",1
"31460","NFKB1","CASP3",1
"31461","NFKB1","CASP9",1
"31462","NFKB1","CCK",1
"31463","NFKB1","CCL13",1
"31464","NFKB1","CCL19",1
"31465","NFKB1","CCL22",1
"31466","NFKB1","CCL3",1
"31467","NFKB1","CCL4",1
"31468","NFKB1","CCL5",1
"31469","NFKB1","CCNB1",1
"31470","NFKB1","CCND2",1
"31471","NFKB1","CCR2",1
"31472","NFKB1","CCR3",1
"31473","NFKB1","CCR5",1
"31474","NFKB1","CCR7",1
"31475","NFKB1","CD3G",1
"31476","NFKB1","CD58",1
"31477","NFKB1","CD69",1
"31478","NFKB1","CD80",1
"31479","NFKB1","CD83",1
"31480","NFKB1","CD86",1
"31481","NFKB1","CDH1",1
"31482","NFKB1","CDKN1A",-1
"31483","NFKB1","CEACAM1",1
"31484","NFKB1","CFI",1
"31485","NFKB1","COL1A1",-1
"31486","NFKB1","COL2A1",1
"31487","NFKB1","COL7A1",1
"31488","NFKB1","PTGS1",1
"31489","NFKB1","CREB3",1
"31490","NFKB1","CRHR1",1
"31491","NFKB1","CSNK2A1",1
"31492","NFKB1","CTSB",1
"31493","NFKB1","CXCL12",1
"31494","NFKB1","CXCL2",1
"31495","NFKB1","CXCR2",1
"31496","NFKB1","CYP19A1",-1
"31497","NFKB1","CYP1A1",1
"31498","NFKB1","CYP27B1",1
"31499","NFKB1","CYP2E1",1
"31500","NFKB1","CYP3A7",1
"31501","NFKB1","E2F1",1
"31502","NFKB1","EDN1",1
"31503","NFKB1","EPCAM",-1
"31504","NFKB1","ERAP1",1
"31505","NFKB1","ERAP2",1
"31506","NFKB1","F3",1
"31507","NFKB1","F8",1
"31508","NFKB1","FAF1",1
"31509","NFKB1","FASLG",1
"31510","NFKB1","FBP1",1
"31511","NFKB1","FGF7",1
"31512","NFKB1","FGF8",1
"31513","NFKB1","VEGFD",1
"31514","NFKB1","FOXP3",1
"31515","FOXP3","NFKB1",1
"31516","NFKB1","GADD45G",1
"31517","NFKB1","GCLC",1
"31518","NFKB1","GDNF",1
"31519","NFKB1","GFAP",1
"31520","NFKB1","GKN2",-1
"31521","NFKB1","GRIN1",1
"31522","NFKB1","GSK3A",1
"31523","NFKB1","GSK3B",1
"31524","NFKB1","GSTP1",1
"31525","NFKB1","HAX1",1
"31526","NFKB1","HBEGF",1
"31527","NFKB1","HDAC7",1
"31528","NFKB1","HES1",1
"31529","NFKB1","HLA-F",1
"31530","NFKB1","HYAL1",1
"31531","NFKB1","IGF2BP2",1
"31532","NFKB1","IL12A",1
"31533","NFKB1","IL12B",-1
"31534","NFKB1","IL17A",1
"31535","NFKB1","IL18",1
"31536","NFKB1","IL21",1
"31537","NFKB1","IRF1",1
"31538","NFKB1","ITGAX",1
"31539","NFKB1","JUNB",1
"31540","NFKB1","KDM2A",1
"31541","NFKB1","KLK3",1
"31542","NFKB1","LCN2",1
"31543","NFKB1","LIPE",1
"31544","NFKB1","LPL",1
"31545","NFKB1","LTC4S",-1
"31546","NFKB1","MADCAM1",1
"31547","NFKB1","MAT2A",1
"31548","NFKB1","MICA",1
"31549","NFKB1","MIF",1
"31550","NFKB1","MMP14",1
"31551","NFKB1","MMP2",1
"31552","NFKB1","MUC17",1
"31553","NFKB1","MUC2",1
"31554","NFKB1","MUC5AC",1
"31555","NFKB1","MUC5B",1
"31556","NFKB1","MUC6",1
"31557","NFKB1","NAMPT",1
"31558","NFKB1","NCAM1",1
"31559","NFKB1","NCOR1",1
"31560","NFKB1","NCOR2",1
"31561","NFKB1","NFKBIZ",1
"31562","NFKB1","NLRP2",1
"31563","NFKB1","NOLC1",1
"31564","NFKB1","NOX4",1
"31565","NFKB1","NOX5",1
"31566","NFKB1","NPPB",1
"31567","NFKB1","NRF1",1
"31568","NFKB1","OLFM4",1
"31569","NFKB1","OLR1",1
"31570","NFKB1","OPRM1",1
"31571","NFKB1","OPTN",1
"31572","NFKB1","PCYT2",1
"31573","NFKB1","PDE7A",1
"31574","NFKB1","PDK4",-1
"31575","NFKB1","PGLYRP2",1
"31576","NFKB1","PLA2G2A",1
"31577","NFKB1","PLAU",1
"31578","NFKB1","PLAUR",1
"31579","NFKB1","PLIN1",1
"31580","NFKB1","POU2F2",1
"31581","NFKB1","PPIG",1
"31582","NFKB1","PROX1",1
"31583","NFKB1","PSMB10",1
"31584","NFKB1","PSMB9",1
"31585","NFKB1","PTAFR",1
"31586","NFKB1","PTEN",1
"31587","NFKB1","PTGDS",1
"31588","NFKB1","PTGER4",1
"31589","NFKB1","PTGES",1
"31590","NFKB1","PTGFR",1
"31591","NFKB1","PTPN13",1
"31592","NFKB1","PTPN6",1
"31593","NFKB1","REPS2",-1
"31594","NFKB1","RGS4",1
"31595","NFKB1","RIPK2",1
"31596","NFKB1","RRM2B",1
"31597","NFKB1","S100A6",1
"31598","NFKB1","SAA1",1
"31599","NFKB1","SDC1",1
"31600","NFKB1","SERPINA3",-1
"31601","NFKB1","SERPINB1",1
"31602","NFKB1","SERPINE1",1
"31603","NFKB1","SFTPA1",1
"31604","NFKB1","SLC25A27",1
"31605","NFKB1","SLC9A2",1
"31606","NFKB1","SNAI1",1
"31607","NFKB1","SOCS3",1
"31608","NFKB1","SQSTM1",1
"31609","NFKB1","STAT4",1
"31610","NFKB1","STK39",1
"31611","NFKB1","TAP1",1
"31612","NFKB1","TAP2",1
"31613","NFKB1","TAPBP",1
"31614","NFKB1","TBP",1
"31615","NFKB1","TBX21",1
"31616","NFKB1","TERT",1
"31617","NFKB1","TF",1
"31618","NFKB1","TFF1",1
"31619","NFKB1","TFF3",1
"31620","NFKB1","TFPI2",1
"31621","NFKB1","THBD",-1
"31622","NFKB1","TIMP1",-1
"31623","NFKB1","TLR2",1
"31624","NFKB1","TLR3",1
"31625","NFKB1","TLR7",1
"31626","NFKB1","TLR9",1
"31627","NFKB1","TNC",1
"31628","NFKB1","TNFAIP3",1
"31629","NFKB1","TNFRSF10A",1
"31630","NFKB1","TNFRSF10B",1
"31631","NFKB1","TNFRSF13C",1
"31632","NFKB1","TNFRSF9",1
"31633","NFKB1","TNFSF10",1
"31634","NFKB1","TNFSF13B",1
"31635","NFKB1","TNFSF14",1
"31636","NFKB1","TNIP3",1
"31637","NFKB1","TRAF1",1
"31638","NFKB1","TRIM21",1
"31639","NFKB1","TRPC1",1
"31640","NFKB1","TSLP",1
"31641","NFKB1","UPP1",1
"31642","NFKB1","VEGFA",1
"31643","NFKB1","XIAP",1
"31644","NFKB2","CCL21",1
"31645","NFKB2","CCND2",1
"31646","NFKB2","CDK6",1
"31647","NFKB2","HIF1A",-1
"31648","NFKB2","SND1",1
"31649","NFKBIB","IFNB1",-1
"31650","NFYA","CCND2",1
"31651","NFYA","CDKN1B",1
"31652","NFYA","CYP2A6",1
"31653","NFYA","FAS",1
"31654","NFYA","FXR2",1
"31655","NFYA","GADD45A",1
"31656","NFYA","GFI1B",1
"31657","NFYA","HBB",1
"31658","NFYA","HOXB7",1
"31659","NFYA","LPIN1",1
"31660","NFYA","SOX18",1
"31661","NFYA","SOX3",1
"31662","NFYA","STK11",1
"31663","NFYB","ABCB1",1
"31664","NFYB","CCND2",1
"31665","NFYB","CDKN1B",1
"31666","NFYB","FAS",1
"31667","NFYB","FOS",1
"31668","NFYB","FXR2",1
"31669","NFYB","GFI1B",1
"31670","NFYB","HBB",1
"31671","NFYB","HOXB7",1
"31672","NFYB","LPIN1",1
"31673","NFYB","SOX18",1
"31674","NFYB","SOX3",1
"31675","NFYB","STK11",1
"31676","NFYB","TPH1",1
"31677","NFYC","ABCB1",1
"31678","NFYC","CCND2",1
"31679","NFYC","CDKN1B",1
"31680","NFYC","FAS",1
"31681","NFYC","FDPS",1
"31682","NFYC","FOS",1
"31683","NFYC","FXR2",1
"31684","NFYC","GFI1B",1
"31685","NFYC","HBB",1
"31686","NFYC","HOXB7",1
"31687","NFYC","LPIN1",1
"31688","NFYC","SOX18",1
"31689","NFYC","SOX3",1
"31690","NHLH2","HES1",-1
"31691","NKX2-2","NPPA",1
"31692","NKX2-3","EGR1",1
"31693","NKX2-5","CTNNB1",-1
"31694","NKX2-5","DACT1",-1
"31695","NKX2-5","DACT2",-1
"31696","NKX2-5","DACT3",-1
"31697","NKX2-5","LYL1",1
"31698","NKX2-5","MEF2C",1
"31699","NKX3-1","ESR1",-1
"31700","NKX3-1","IGF1R",1
"31701","NKX3-1","SIX6",1
"31702","NKX3-1","TMPRSS2",1
"31703","NKX3-1","VEGFA",1
"31704","NONO","MIA",1
"31705","NPAS2","CRY2",1
"31706","NPAS3","VGF",1
"31707","NPM1","BRD4",1
"31708","NPM1","CCND1",1
"31709","NPM1","CDKN1A",1
"31710","NPM1","DNMT1",1
"31711","NPM1","PTPN6",1
"31712","NPM1","RPL3",1
"31713","NPM1","TAF1A",1
"31714","NPM1","USP7",1
"31715","NR0B1","CAMP",-1
"31716","NR0B1","PBX1",1
"31717","NR0B2","CYP27A1",1
"31718","NR0B2","E2F1",-1
"31719","NR0B2","PCK2",-1
"31720","NR1H2","ABCG4",1
"31721","NR1H4","ABCB4",1
"31722","NR1H4","KLF11",1
"31723","NR1H4","NFKB1",1
"31724","NR1H4","NR1I2",1
"31725","NR1H4","RELA",1
"31726","NR1H4","STK11",1
"31727","NR1H4","VEGFA",1
"31728","NR1I2","BCL2",1
"31729","NR1I2","BCL2L1",1
"31730","NR1I2","CCL2",-1
"31731","NR1I2","CORO1C",1
"31732","NR1I2","FOSL1",1
"31733","NR1I2","HP",1
"31734","NR1I2","IL10",1
"31735","NR1I2","KLF6",1
"31736","NR1I2","NFKB1",-1
"31737","NR1I2","NOD1",-1
"31738","NR1I2","NOD2",-1
"31739","NR1I2","PTAFR",1
"31740","NR1I2","RAB3A",1
"31741","NR1I2","RELA",-1
"31742","RELA","NR1I2",-1
"31743","NR1I2","RXRA",1
"31744","NR1I2","THBS1",1
"31745","NR1I2","TNFRSF12A",1
"31746","NR2F1","APOA2",-1
"31747","NR2F1","DR1",-1
"31748","NR2F1","SERPINC1",-1
"31749","NR2F2","E2F1",1
"31750","NR2F2","HEY1",1
"31751","NR2F2","NTS",1
"31752","NR2F6","LHCGR",-1
"31753","NR3C1","ATF2",-1
"31754","NR3C1","BAD",1
"31755","NR3C1","BAX",1
"31756","NR3C1","CCND3",-1
"31757","NR3C1","CDK4",-1
"31758","NR3C1","CDK6",-1
"31759","NR3C1","CSF1R",1
"31760","NR3C1","ELK1",-1
"31761","NR3C1","ETS1",-1
"31762","NR3C1","MUC4",1
"31763","NR3C1","NFKB1",-1
"31764","NR3C1","PNRC1",1
"31765","NR3C1","PPIG",1
"31766","NR3C1","RPS6KA3",1
"31767","NR3C1","SPP1",1
"31768","NR3C1","SRF",-1
"31769","NR3C1","STAT1",-1
"31770","NR3C2","CABIN1",-1
"31771","NR3C2","CCR5",1
"31772","NR3C2","CCR6",1
"31773","NR3C2","CD40",1
"31774","NR3C2","LCN2",1
"31775","NR4A1","BABAM2",-1
"31776","NR4A1","CCNA2",-1
"31777","NR4A1","CDKN1B",-1
"31778","NR4A1","CYP11A1",1
"31779","NR4A1","FASLG",1
"31780","NR4A1","MMP2",1
"31781","NR4A1","RNF7",-1
"31782","NR4A1","TIMP2",1
"31783","NR4A2","APOM",1
"31784","NR5A1","HSD3B1",1
"31785","NR5A1","CCN3",-1
"31786","NR5A1","PNRC1",1
"31787","NRF1","FXR2",1
"31788","NRF1","GALNT3",1
"31789","NRF1","SDHB",1
"31790","NRF1","SPAST",1
"31791","NRIP1","SLC7A1",1
"31792","NUPR1","BCL2L1",1
"31793","NUPR1","CDKN1A",1
"31794","NUPR1","EP300",1
"31795","NUPR1","MSL1",-1
"31796","NUPR1","TP53",1
"31797","OLIG2","LGR5",1
"31798","ONECUT1","MITF",1
"31799","ONECUT1","PROC",1
"31800","OTX1","BEST1",1
"31801","OTX2","AURKA",1
"31802","OTX2","CCNG2",1
"31803","OTX2","CDC25C",1
"31804","OTX2","IGF1",1
"31805","OTX2","IL6",1
"31806","OTX2","POU1F1",1
"31807","PA2G4","AGR2",1
"31808","E2F1","PA2G4",1
"31809","PA2G4","E2F1",-1
"31810","PA2G4","KLK3",-1
"31811","PAWR","BCL2",-1
"31812","PAWR","CCN3",1
"31813","PAX2","NCAM1",1
"31814","PAX2","TP53",-1
"31815","PAX3","DPYSL2",1
"31816","PAX3","SHH",1
"31817","PAX4","ISL1",1
"31818","PAX5","BAX",1
"31819","PAX5","BCL2",-1
"31820","PAX5","CCND1",-1
"31821","PAX5","CDKN1A",1
"31822","PAX5","FCER2",1
"31823","PAX5","MET",1
"31824","PAX5","MMP1",-1
"31825","PAX5","MYCN",1
"31826","PAX5","PRKCE",1
"31827","PAX5","TIMP1",1
"31828","PAX6","ITGA5",1
"31829","PAX6","ITGB1",1
"31830","PAX6","PDHX",-1
"31831","PAX8","SLC3A1",1
"31832","PBX1","PF4",1
"31833","PBX2","EMX2",1
"31834","PBX2","FMO3",1
"31835","PBX2","MEIS1",1
"31836","PBX2","PF4",1
"31837","PBX2","VCP",1
"31838","PCBD1","FXYD2",1
"31839","PCGF2","ZEB1",-1
"31840","PCGF2","ZEB2",-1
"31841","PER2","SNAI2",-1
"31842","PER2","TWIST1",-1
"31843","PGR","ATP1B1",1
"31844","PGR","ERBB2",-1
"31845","PGR","FOXP3",-1
"31846","PGR","IL10",-1
"31847","PGR","KLK3",1
"31848","PGR","RELA",-1
"31849","RELA","PGR",-1
"31850","PGR","YWHAQ",1
"31851","PHF8","CDC20",1
"31852","PHOX2B","MSX1",-1
"31853","PIAS1","CYP17A1",1
"31854","PIAS1","FABP2",1
"31855","PIAS1","MUC1",-1
"31856","PIAS1","PRMT1",-1
"31857","PIAS1","SI",1
"31858","PIAS2","AR",1
"31859","PIAS2","LRRN3",-1
"31860","PIAS2","MUC1",-1
"31861","PIAS2","MYCN",-1
"31862","PIAS3","ATF1",1
"31863","PIAS3","MUC1",-1
"31864","PIAS4","MUC1",-1
"31865","PIAS4","VDR",1
"31866","PIR","NFKB1",1
"31867","PITX1","GNRH1",-1
"31868","PITX1","HES1",-1
"31869","PITX1","IFNA1",-1
"31870","PITX1","IRF2",-1
"31871","PITX1","IRF7",-1
"31872","PITX1","JUN",-1
"31873","PITX1","NKX3-1",-1
"31874","PITX1","RUNX1",-1
"31875","PITX1","RUNX2",-1
"31876","PITX1","TRIB2",-1
"31877","PITX2","GNRH1",-1
"31878","PITX2","WNT2",1
"31879","PKNOX1","MEIS1",1
"31880","PKNOX1","PTPN6",1
"31881","PKNOX1","SYP",1
"31882","PLAG1","XRCC1",1
"31883","PLAGL2","IGF2",1
"31884","PLAGL2","METAP2",1
"31885","PML","BAX",1
"31886","PML","CASP3",1
"31887","PML","CCND1",-1
"31888","PML","CCNT1",1
"31889","PML","CDKN1A",1
"31890","PML","EAF2",-1
"31891","PML","EGFR",-1
"31892","PML","EP300",1
"31893","PML","FLT3",1
"31894","PML","GRIP1",1
"31895","PML","HCK",1
"31896","PML","HIPK2",1
"31897","PML","IFNB1",1
"31898","PML","NR4A1",-1
"31899","PML","PML",1
"31900","PML","TNFAIP3",-1
"31901","PML","TNFSF10",1
"31902","PML","UBA7",-1
"31903","POU1F1","BDKRB1",1
"31904","POU1F1","CGA",1
"31905","POU1F1","GH2",1
"31906","POU1F1","INSM1",1
"31907","POU2AF1","ID2",1
"31908","POU2AF1","SPIB",1
"31909","POU2AF1","TK1",1
"31910","POU2AF1","TNFRSF17",1
"31911","POU2F1","AR",1
"31912","POU2F1","BDKRB1",1
"31913","POU2F1","GATA1",1
"31914","POU2F1","GCM1",1
"31915","POU2F1","GNRH1",1
"31916","POU2F1","ID1",1
"31917","POU2F1","IL2RA",1
"31918","POU2F1","LGALS4",1
"31919","POU2F1","MAD2L1",1
"31920","POU2F1","PLAU",1
"31921","POU2F1","POU2AF1",1
"31922","POU2F1","RRM2B",1
"31923","POU2F1","SDC4",1
"31924","POU2F1","SNAI2",1
"31925","POU2F1","SNAPC1",1
"31926","POU2F1","ST6GAL1",1
"31927","POU2F1","TK1",1
"31928","POU2F1","TWIST1",1
"31929","POU2F1","TXNRD1",1
"31930","POU2F2","ID2",1
"31931","POU2F2","IL5",1
"31932","POU2F2","SPI1",1
"31933","POU2F2","SPIB",1
"31934","POU2F2","SPP1",1
"31935","POU2F2","TK1",1
"31936","POU3F1","GNRH1",1
"31937","POU3F2","FOXP2",1
"31938","POU3F2","GNRH1",1
"31939","POU3F2","NKX2-1",1
"31940","POU3F2","PDE5A",-1
"31941","POU4F1","HPSE",1
"31942","POU4F1","HSP90AA1",1
"31943","POU4F2","HSP90AA1",1
"31944","POU5F1","DDC",1
"31945","POU5F1","DLX5",-1
"31946","POU5F1","EOMES",-1
"31947","POU5F1","GADD45A",1
"31948","POU5F1","GATA6",-1
"31949","POU5F1","HLX",-1
"31950","POU5F1","ID2",-1
"31951","POU5F1","ITGA6",1
"31952","POU5F1","L1TD1",1
"31953","POU5F1","SEMA6A",1
"31954","POU5F1","TBXT",-1
"31955","POU5F1","TBX18",-1
"31956","PPARA","ACADL",1
"31957","PPARA","APOB",1
"31958","PPARA","APOBR",-1
"31959","PPARA","CETP",1
"31960","PPARA","CGB8",1
"31961","PPARA","IL6R",-1
"31962","PPARA","MMP9",-1
"31963","PPARA","SLC9A1",1
"31964","PPARA","SOD2",1
"31965","PPARA","SREBF2",-1
"31966","PPARA","STAT5A",1
"31967","PPARA","SULT2A1",1
"31968","PPARA","TUBA1B",1
"31969","PPARA","UGT1A9",1
"31970","PPARD","ANG",-1
"31971","PPARD","CAT",1
"31972","PPARD","LPL",1
"31973","PPARD","SOD1",1
"31974","PPARD","TIMP1",1
"31975","PPARD","TXN",1
"31976","PPARG","ACAT1",1
"31977","PPARG","AGER",-1
"31978","PPARG","APOB",-1
"31979","PPARG","APOBR",-1
"31980","PPARG","BAD",1
"31981","PPARG","BCL2L1",-1
"31982","PPARG","BRS3",1
"31983","PPARG","CCNE1",-1
"31984","PPARG","CD83",1
"31985","PPARG","CFLAR",-1
"31986","PPARG","CLDN2",1
"31987","PPARG","CPT1B",1
"31988","PPARG","CSF1",-1
"31989","PPARG","DEFB103B",1
"31990","PPARG","ERO1A",1
"31991","PPARG","GDF15",1
"31992","PPARG","ICAM1",-1
"31993","PPARG","JAG1",1
"31994","PPARG","NOTCH4",1
"31995","PPARG","PDK2",-1
"31996","PPARG","POU2F1",1
"31997","PPARG","SLC5A5",1
"31998","PPARG","SOCS7",1
"31999","PPARG","TNFRSF11B",-1
"32000","PPARG","TSHR",-1
"32001","PPARG","UGT1A9",1
"32002","PPARGC1A","ALDOB",1
"32003","PPARGC1A","APOA5",1
"32004","PPARGC1A","APOC3",1
"32005","PPARGC1A","CYP2C9",1
"32006","PPARGC1A","CYP7A1",1
"32007","PPARGC1A","MFN2",1
"32008","PPARGC1A","MLYCD",1
